Region_of_Residence,Age,Gender,Monthly_Grocery_Budget,Employment_Status,HH_Income,Total_Kids_inHH,Number_Stores_ShoppedAtPast4Weeks,Year,DemoWeight,BANNER_KEY,BANNER_ShareOfWallet,BANNER_InStoreVisits,BANNER_DeliveryVisits,BANNER_PickUpVisits,BANNER_Recommend,BANNER_Trust,BANNER_UsefulInfo,BANNER_DiscountsCouponsRelevance,BANNER_RightVarietyofProducts,BANNER_QualityProducts,BANNER_CheckOut,BANNER_Staff,BANNER_CleanStore,BANNER_Rewards,BANNER_Location,BANNER_SpeedofShop,BANNER_OnlineShopping,BANNER_OneStopShop,BANNER_OutofStocks,BANNER_NaturalOrganicVariety,BANNER_NewDifferentVariety,BANNER_Fun,BANNER_LocalVariety,BANNER_CommunityConnection,BANNER_BasePrices,BANNER_Tech,BANNER_Advertising,BANNER_BetterForYou,BANNER_LoyaltySaves,BANNER_PrivateBrandSaves,BANNER_DiscountPrevalence,BANNER_DiscountDepth,BANNER_Sustainability,BANNER_Employees,BANNER_Values
3,7,2,500,4,4,1,2,2022,.94,31,95,1,0,3,4,4, ,5,5,4,3,2,3,5,5,4,5,5,2,5,4, ,2,3,3,3,4,4,5,4,4,3, , , 
3,3,2,800,5,3,4,4,2022,1.027,31,10,1,0,0,3,3, ,1,5,3,5,3,3,3,5,5,3,3,2,4,3, ,1,3,1,1,5,1,3,5,1,5, , , 
1,7,2,400,4,4,1,2,2022,.998,10,15,1,0,0,5,5, ,2,4,4,4,4,5,3,5,5,3,3,3,4,4, ,3,4,3,4,4,4,3,4,4,4, , , 
3,4,2,1000,2,2,6,4,2022,.719,31, ,1,0,0,3,4, ,1,2,2,3,4,1,2,3,5,2,3,5,1,1, ,4,1,3,3,3,1,3,5,3,3, , , 
3,5,2,250,2,1,1,3,2022,.903,61,50,2,0,1,1,2, ,1,5,5,1,3,4,1,1,3,5,5,5,3,5, ,3,5,5,5,4,1,3,5,1,4, , , 
3,2,2,200,3,7,1,5,2022,2.786,15, ,3,0,0,3,3, ,3,3,3,4,3,3,3,4,4,3,4,3,3,3, ,3,3,3,3,3,2,3,3,3,3, , , 
2,7,2,200,4,6,1,1,2022,1.842,31,90,8,0,0,4,3, ,2,4,4,4,3,4,2,5,4,2,4,4,2,3, ,3,3,4,3,3,3,2,3,4,3, , , 
1,7,2,150,6,1,1,2,2022,.785,4, ,1,0,0,1,3, ,3,3,3,4,3,3,3,3,3,4,4,3,3,3, ,3,3,3,3,3,3,3,4,3,3, , , 
2,3,2,400,5,2,2,3,2022,.671,61,40,3,0,0,5,5, ,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,5,5,5,5,5,5,5,5,5,5, , , 
3,2,2,130,1,2,3,5,2022,.961,4, ,1,1,0,5,5, ,5,5,5,5,5,5,1,5,5,5,5,1,5,5, ,5,5,5,5,5,5,1,5,5,5, , , 
2,5,2,350,5,1,1,2,2022,.947,3,35,2,0,0,5,4, ,5,5,5,5,4,5,3,4,5,3,4,4,5,5, ,5,5,5,3,5,5,3,5,4,5, , , 
1,3,2,200,7,1,1,5,2022,.867,5,30,1,0,0,3,3, ,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,3,3,3,3,3,3,3,3,3,3, , , 
3,6,2,50,4,1,1,3,2022,1.029,31,30,1,0,0,5,5, ,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,5,5,5,5,5,5,5,5,5,5, , , 
3,6,2,300,6,1,1,2,2022,1.158,61,30,2,0,0,3,3, ,3,3,3,3,2,3,3,4,2,4,3,3,3,3, ,3,3,5,3,4,3,3,4,3,3, , , 
3,5,2,250,6,1,3,5,2022,1.215,9, ,5,0,0,5,5, ,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,5,5,5,5,5,5,5,5,5,5, , , 
1,3,2,782,3,1,1,3,2022,.872,8,60,5,10,0,5,5, ,2,1,2,5,3,3,2,1,1,4,3,3,3,1, ,1,3,2,3,3,1,3,2,3,4, , , 
3,7,2,400,4,4,1,3,2022,.879,61,60,2,0,0,4,4, ,3,5,4,3,3,5,4,5,3,3,4,1,3,5, ,3,3,5,3,3,3,4,5,3,3, , , 
3,8,2,900,4,2,1,3,2022,.756,61,6,1,0,0,3,4, ,3,5,4,5,3,2,1,5,5,1,2,5,1,3, ,3,1,4,3,3,3,1,4,3,3, , , 
4,6,2,180,4,1,1,3,2022,.855,4, ,1,2,2,5,4, ,4,4,4,4,3,3,3,4,4,4,2,3,4,5, ,4,3,4,4,4,3,3,3,2,4, , , 
1,7,2,200,4,6,1,2,2022,1.283,3,25,2,0,0,5,4, ,2,3,4,5,4,4,2,4,4,3,2,3,4,4, ,2,3,5,3,3,3,2,4,2,3, , , 
4,2,2,400,3,2,1,3,2022,1.006,13,70,1,0,0,4,3, ,3,3,2,2,3,3,3,3,3,2,3,3,3,3, ,3,3,3,3,4,4,3,3,3,3, , , 
3,7,2,200,4,2,1,2,2022,.822,61,10,6,0,0,3,3, ,3,4,3,1,2,3,2,3,4,4,3,5,3,3, ,3,3,3,3,3,3,2,4,3,3, , , 
4,8,2,150,2,4,1,2,2022,.823,43,25,2,0,0,4,4, ,4,4,4,4,3,4,4,4,4,3,4,3,4,4, ,3,3,3,3,3,4,4,4,4,4, , , 
3,6,2,100,1,1,2,4,2022,1.146,3,10,1,0,0,5,5, ,1,5,5,2,1,5,1,3,3,3,5,4,3,5, ,3,1,5,3,3,5,1,5,5,5, , , 
3,3,2,100,8,8,3,1,2022,1.17,61,100,3,0,0,5,3, ,1,5,3,5,3,3,1,5,5,5,5,1,1,5, ,3,5,5,5,1,5,1,5,5,5, , , 
4,7,2,500,4,8,1,4,2022,1.106,43,10,2,0,0,3,3, ,4,3,3,3,3,3,4,2,3,3,2,3,3,3, ,3,3,3,3,3,3,4,3,3,3, , , 
3,5,2,500,1,3,1,3,2022,1.258,4,75,1,1,0,4,5, ,4,4,5,5,4,5,5,5,5,5,5,5,5,4, ,3,3,4,4,4,5,5,5,5,4, , , 
3,3,2,200,1,6,1,3,2022,1.756,3,25,5,0,0,4,5, ,1,3,3,5,5,5,4,4,5,5,1,5,2,4, ,3,2,5,3,5,2,3,4,3,5, , , 
3,3,2,200,1,6,1,3,2022,1.756,31,25,6,0,0,3,4, ,1,3,3,5,5,3,3,4,3,5,1,5,2,3, ,4,3,3,3,3,2,4,5,4,4, , , 
4,3,2,1400,1,4,4,8,2022,.233,5,15,1,2,0,5,5, ,4,5,5,5,5,1,5,5,4,4,5,4,5,5, ,5,5,5,4,5,2,4,4,5,5, , , 
3,3,2,300,5,2,4,2,2022,.794,9,10,1,0,0,3,3, ,1,3,3,3,3,4,1,4,4,3,1,3,3,3, ,1,3,1,1,3,3,3,3,3,1, , , 
3,3,2,300,5,2,4,2,2022,.794,61,90,2,0,5,3,3, ,1,3,3,3,3,4,1,4,4,5,4,3,3,3, ,1,3,3,5,3,3,3,3,3,1, , , 
3,4,2,150,1,1,1,3,2022,.602,31,50,3,1,0,5,5, ,5,5,5,5,5,5,5,5,5,4,4,4,5,5, ,5,5,3,5,5,5,4,5,5,5, , , 
3,4,2,150,1,1,1,3,2022,.602,61,48,2,1,0,5,5, ,5,5,5,5,4,5,5,5,5,4,5,4,4,5, ,5,5,4,5,5,5,4,5,5,5, , , 
2,6,2,300,4,8,1,3,2022,1.639,61,55,1,0,0,4,4, ,4,3,3,3,2,4,4,4,4,3,4,3,3,3, ,3,3,4,3,4,3,3,4,4,4, , , 
4,3,2,900,5,1,4,10,2022,.838,2,5,2,0,0,4,4, ,5,5,4,3,3,3,5,5,3,4,3,1,4,4, ,1,3,3,3,4,4,5,4,5,5, , , 
3,3,2,500,2,3,3,6,2022,1.061,15,5,100,0,0,3,3, ,3,5,3,3,4,1,4,3,3,1,1,3,3,5, ,1,2,3,3,1,3,3,3,2,5, , , 
4,7,2,400,4,4,1,3,2022,1.598,16,10,3,0,0,3,5, ,3,3,4,4,3,4,3,4,4,3,3,2,3,3, ,3,4,3,3,3,3,3,4,3,3, , , 
3,3,2,150,1,4,1,6,2022,.874,10,10,4,0,0,4,3, ,1,3,5,5,5,4,1,3,4,4,1,3,4,5, ,3,3,3,3,4,2,5,4,3,3, , , 
2,4,2,500,2,3,1,4,2022,.576,3,50,20,0,0,5,5, ,3,3,4,3,4,5,3,4,5,3,3,2,5,4, ,5,5,5,4,5,5,4,5,5,5, , , 
2,4,2,500,2,3,1,4,2022,.576,4,10,1,1,0,5,4, ,4,3,4,5,4,5,5,5,5,5,4,2,5,5, ,3,5,3,5,3,3,5,3,3,4, , , 
3,4,2,150,1,6,3,5,2022,1.351,2,20,3,4,5,5,5, ,5,5,5,3,5,1,5,5,5,5,5,3,5,5, ,5,5,5,5,5,5,5,5,3,5, , , 
3,4,2,150,1,6,3,5,2022,1.351,14,10,4,3,2,5,5, ,3,5,5,5,3,5,5,5,5,2,5,1,5,5, ,5,5,5,5,3,1,5,3,5,5, , , 
4,8,2,200,4,4,1,4,2022,.823,43,35,3,0,0,5,5, ,5,5,4,5,5,5,5,5,5,3,5,1,4,5, ,3,4,4,3,3,5,5,5,5,5, , , 
3,4,2,500,1,2,1,1,2022,.601,61,100,3,0,0,3,3, ,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,3,3,3,3,3,3,3,3,3,3, , , 
4,7,2,200,2,3,1,4,2022,.83,10,20,1,0,0,5,5, ,5,5,5,4,3,5,4,5,5,4,5,3,5,5, ,3,3,5,3,3,5,2,5,3,5, , , 
3,4,2,175,3,1,1,4,2022,.833,3, ,1,0,0,5,5, ,5,4,5,5,5,5,5,5,5,3,5,3,5,5, ,3,4,5,5,5,5,4,5,5,5, , , 
2,5,2,600,1,4,2,6,2022,1.413,31,20,2,2,4,3,4, ,5,5,4,5,2,2,4,5,4,5,5,4,4,4, ,1,2,2,4,5,4,5,5,4,4, , , 
3,5,2,700,2,1,1,3,2022,1.215,61,20,2,1,0,4,3, ,2,4,2,3,3,3,3,2,2,4,4,4,3,3, ,2,3,4,4,4,3,3,4,4,4, , , 
2,6,2,200,1,2,1,3,2022,.676,61,50,1,0,0,5,5, ,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,5,5,5,5,5,5,5,5,5,5, , , 
3,5,2,300,1,5,1,3,2022,1.893,15,15,2,0,0,5,5, ,4,4,4,4,3,4,5,5,4,4,1,5,4,3, ,3,4,3,3,4,4,5,3,4,4, , , 
3,4,2,400,6,1,2,7,2022,.833,1,25,1,2,2,5,5, ,5,5,5,5,5,5,5,5,5,4,5,5,5,5, ,5,5,5,4,5,5,5,5,5,5, , , 
3,5,2,300,1,4,3,5,2022,.964,15,10,4,0,0,5,3, ,3,4,4,4,4,5,2,4,4,3,5,3,4,3, ,4,3,3,3,3,4,4,3,4,3, , , 
4,6,2,350,6,1,1,2,2022,.866,2,50,4,0,0,5,5, ,5,3,5,5,5,5,5,1,5,3,5,5,5,5, ,3,5,1,5,5,5,5,5,5,5, , , 
2,3,2,835,1,1,4,4,2022,.788,3,25,1,0,0,5,5, ,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,5,5,5,5,5,5,5,5,5,5, , , 
3,8,2,250,5,7,1,3,2022,2.507,10,30,9,0,0,4,3, ,1,3,3,5,3,4,3,3,4,3,2,5,3,4, ,2,2,2,3,4,3,2,4,3,4, , , 
1,6,2,250,6,8,1,4,2022,.956,4,5,1,3,0,5,5, ,2,3,3,5,3,3,4,4,5,4,2,5,3,3, ,2,3,3,4,2,3,3,3,3,3, , , 
1,7,2,400,2,4,1,3,2022,.797,3,50,20,0,0,5,5, ,5,4,5,5,5,5,3,4,5,3,3,3,4,5, ,3,4,4,4,4,5,3,5,4,5, , , 
3,7,2,400,4,1,2,4,2022,1.277,4, ,5,0,0,5,5, ,5,5,5,5,3,5,3,5,5,5,3,3,2,5, ,3,5,5,5,5,5,3,5,5,5, , , 
1,6,2,700,1,7,1,8,2022,3.02,1,10,1,0,1,3,4, ,2,3,4,4,2,5,4,5,4,4,3,3,3,3, ,4,3,2,4,3,4,3,4,3,2, , , 
3,2,2,400,3,1,3,1,2022,1.283,61,90,4,1,1,5,5, ,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,5,5,5,5,5,5,5,5,5,5, , , 
3,7,2,575,4,6,1,5,2022,1.853,5,28,1,3,0,4,4, ,3,4,4,5,3,3,5,3,4,5,3,4,4,3, ,3,3,3,4,3,3,4,4,3,3, , , 
4,7,2,250,4,2,1,2,2022,1.075,43,65,4,0,0,5,5, ,5,5,5,4,5,5,5,5,4,5,4,1,5,5, ,5,5,1,5,5,4,5,5,5,5, , , 
4,4,2,450,1,3,1,7,2022,.215,2,10,6,0,0,4,4, ,4,4,4,4,4,4,4,4,4,4,4,4,4,4, ,4,4,4,4,4,4,4,4,4,4, , , 
2,7,2,400,4,2,1,4,2022,.677,10,20,1,0,0,5,5, ,1,5,5,5,5,5,1,5,5,3,3,2,5,5, ,1,4,5,3,5,5,1,5,4,4, , , 
3,4,2,400,6,1,1,3,2022,.81,61,40,3,4,3,3,3, ,3,2,3,3,3,3,3,3,3,3,3,3,3,3, ,3,3,3,3,3,3,3,3,3,3, , , 
1,4,2,300,8,1,1,5,2022,.734,5,20,1,2,0,1,1, ,1,1,1,1,1,1,1,1,1,1,1,5,1,1, ,3,1,1,1,1,1,1,1,1,1, , , 
3,8,2,500,4,2,1,1,2022,.815,14, ,3,0,0,3,3, ,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,3,3,3,3,3,3,3,3,3,3, , , 
3,3,2,1400,5,2,6,3,2022,.849,31,8,2,1,5,5,5, ,4,5,3,5,5,5,5,5,5,5,4,3,5,5, ,3,3,4,3,5,3,5,5,5,5, , , 
4,7,2,350,4,2,1,5,2022,.86,13,10,1,0,0,5,5, ,4,4,4,4,4,5,4,5,4,3,4,1,3,5, ,4,4,3,4,3,5,3,5,4,3, , , 
3,7,2,50,2,1,1,3,2022,.989,61,35,1,0,0,5,5, ,5,5,5,5,5,5,3,5,5,3,5,5,5,5, ,5,5,5,5,5,5,3,5,5,5, , , 
3,4,2,600,5,1,2,2,2022,1.118,4, ,1,0,0,5,5, ,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,5,5,5,5,5,5,5,5,5,5, , , 
3,4,2,800,1,6,4,6,2022,1.029,1,10,20,0,0,5,5, ,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,5,5,5,5,5,5,5,5,5,5, , , 
3,4,2,800,1,6,4,6,2022,1.029,4,15,5,0,0,5,5, ,5,3,5,5,5,5,5,5,5,3,5,5,5,5, ,5,5,3,3,5,5,3,5,5,5, , , 
1,6,2,100,6,2,2,5,2022,.744,4,5,6,3,0,5,5, ,2,5,5,5,3,3,3,5,5,5,2,4,4,5, ,1,3,1,5,1,4,1,5,1,1, , , 
1,3,2,600,6,1,3,2,2022,.867,61,30,100,0,0,4,3, ,3,5,3,3,3,5,1,1,3,4,2,3,3,4, ,3,3,2,4,4,3,1,4,3,2, , , 
2,3,2,120,2,2,1,6,2022,.619,4,5,3,1,4,5,3, ,3,5,4,5,3,3,3,3,3,5,2,2,4,5, ,3,3,4,5,3,3,4,4,3,4, , , 
4,4,2,200,6,8,1,3,2022,.905,4,50,1,10,0,5,5, ,5,3,5,5,5,5,5,4,5,5,2,5,5,4, ,5,3,4,5,3,4,4,3,4,4, , , 
3,5,2,250,6,1,1,2,2022,1.391,61,50,1,2,0,5,5, ,3,4,4,4,3,4,3,3,3,4,3,2,3,4, ,3,3,4,4,4,3,3,3,3,3, , , 
4,3,2,432,5,1,2,5,2022,1.064,43,5,6,0,0,4,4, ,3,4,3,4,3,4,3,4,4,3,2,4,3,4, ,4,3,2,4,2,4,4,2,2,3, , , 
1,3,2,100,1,3,1,1,2022,.839,7,100,1,2,0,5,5, ,3,5,5,5,3,5,5,5,5,1,5,3,3,4, ,3,3,3,1,5,3,4,5,5,5, , , 
4,5,2,300,1,2,3,11,2022,1.123,13,5,1,0,0,5,5, ,1,5,5,5,5,5,1,5,5,1,1,1,5,5, ,5,5,5,1,3,5,1,5,5,3, , , 
4,5,2,300,1,2,3,11,2022,1.123,16,5,2,0,0,5,5, ,5,5,5,5,5,5,5,5,5,5,5,1,5,5, ,3,5,3,5,5,5,5,5,5,5, , , 
1,4,2,200,1,4,1,3,2022,.656,4,45,3,2,0,4,4, ,4,4,4,5,4,3,4,3,5,5,5,3,4,5, ,3,3,5,5,4,4,5,3,5,5, , , 
2,6,2,200,1,2,1,3,2022,.64,3,50,2,0,0,5,5, ,3,4,3,5,4,5,3,4,5,3,3,3,3,4, ,3,3,4,3,4,3,3,5,4,5, , , 
2,6,2,400,1,3,1,4,2022,.789,31,25,3,0,0,5,4, ,4,5,5,5,5,5,5,5,5,5,3,1,5,5, ,3,5,3,5,5,5,4,5,5,5, , , 
2,4,2,50,6,1,1,2,2022,.855,31, ,1,0,0,3,3, ,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,3,3,3,3,3,3,3,3,3,3, , , 
1,6,2,100,6,8,1,7,2022,.956,1, ,20,0,0,3,3, ,4,1,5,4,4,4,1,5,4,4,1,4,1,1, ,4,4,4,4,4,3,4,4,3,3, , , 
1,4,2,400,7,1,1,5,2022,.734,5,25,1,2,0,5,5, ,3,5,5,5,5,5,3,5,5,5,5,5,3,5, ,4,3,3,3,3,4,5,5,3,5, , , 
2,3,2,150,1,2,1,4,2022,.919,3,40,3,0,0,5,3, ,3,1,2,5,2,5,1,3,5,3,1,5,4,3, ,3,3,4,3,5,1,3,3,5,3, , , 
2,2,2,100,2,2,1,7,2022,.706,17,5,2,0,1,3,5, ,2,2,2,2,2,2,2,5,2,3,3,4,2,5, ,2,1,2,2,2,3,3,2,2,2, , , 
3,5,2,200,1,2,1,3,2022,1.303,61,50,8,0,0,5,5, ,4,4,4,5,4,5,3,5,5,4,5,3,3,5, ,2,4,5,3,4,3,3,5,4,4, , , 
3,6,2,500,1,2,3,1,2022,.61,31,100,4,0,0,5,5, ,4,5,5,4,4,5,3,5,4,4,5,2,5,5, ,5,4,4,4,4,4,2,5,5,5, , , 
4,7,2,200,4,2,1,2,2022,.724,61,80,2,0,0,5,5, ,2,5,4,4,3,5,3,5,5,4,5,1,2,5, ,2,5,4,4,5,3,2,5,5,4, , , 
3,6,2,500,4,2,1,6,2022,.855,4,10,5,0,0,4,3, ,2,5,1,4,2,3,1,5,2,5,1,2,3,3, ,1,1,3,4,2,2,1,3,1,2, , , 
2,7,2,65,1,1,1,1,2022,1.045,31,90,20,0,0,4,4, ,4,3,5,5,4,5,5,4,4,3,5,4,4,4, ,5,4,5,3,5,4,4,4,3,4, , , 
3,3,2,200,5,1,3,3,2022,1.321,61,70,1,0,0,4,5, ,5,5,5,3,3,3,3,3,5,3,5,3,3,1, ,5,4,5,4,3,3,5,4,4,3, , , 
4,2,2,300,6,1,1,2,2022,1.502,10, ,1,0,0,5,5, ,3,5,3,5,3,3,5,5,3,5,4,3,3,3, ,3,3,3,5,3,3,3,3,3,3, , , 
3,8,2,100,4,8,1,3,2022,.946,9,25,2,0,0,5,1, ,3,4,3,3,3,4,3,4,3,3,3,3,3,3, ,3,3,1,3,3,3,3,3,3,3, , , 
4,5,2,300,1,2,1,3,2022,1.366,61,50,7,0,0,3,2, ,2,4,2,3,2,3,2,4,2,4,4,4,3,3, ,3,3,4,3,5,3,2,4,4,4, , , 
2,3,2,400,5,1,2,3,2022,.788,61,20,100,0,0,5,5, ,4,4,4,5,4,5,3,5,4,4,5,3,3,5, ,3,3,4,4,5,4,3,5,4,5, , , 
3,7,2,300,4,1,1,3,2022,.989,4,5,3,1,0,1,5, ,2,3,5,5,3,3,5,5,5,5,1,2,5,4, ,1,5,3,5,3,3,5,3,3,4, , , 
4,7,2,350,4,1,1,6,2022,1.101,13,40,4,0,0,5,5, ,5,5,5,5,5,5,5,5,5,5,5,3,5,5, ,5,5,5,5,5,5,5,5,5,3, , , 
3,4,2,300,1,1,2,2,2022,.833,61,90,4,0,0,3,2, ,3,5,3,5,1,3,1,5,5,5,5,2,4,3, ,3,3,3,5,4,4,1,3,1,3, , , 
4,7,2,500,4,4,1,3,2022,.77,2,80,4,0,0,5,4, ,1,5,4,4,3,5,3,3,5,1,4,1,4,4, ,2,3,2,1,2,3,4,2,2,1, , , 
1,7,2,750,5,4,1,3,2022,.801,61,5,1,0,0,5,5, ,3,5,5,3,3,5,3,5,3,5,5,3,5,5, ,5,5,5,5,5,5,3,5,5,5, , , 
3,4,2,250,1,2,2,3,2022,.745,31,50,5,0,0,5,5, ,4,4,4,5,4,5,5,4,5,5,2,5,4,4, ,4,4,1,4,3,4,5,4,4,4, , , 
3,4,2,250,1,2,2,3,2022,.745,61,50,7,0,0,5,5, ,2,5,4,5,4,5,1,5,3,5,4,4,3,5, ,4,4,2,4,5,5,3,3,2,3, , , 
2,3,2,550,1,2,3,9,2022,1.019,17,5,2,0,0,5,5, ,5,5,5,5,5,5,4,5,5,3,4,5,5,5, ,5,5,3,5,4,5,4,5,4,4, , , 
1,3,2,600,1,1,3,3,2022,.867,3,30,6,0,0,5,4, ,3,3,3,4,3,4,3,4,2,3,1,5,5,5, ,3,3,5,3,3,5,1,4,5,4, , , 
2,7,2,800,4,4,1,6,2022,1.15,10,10,100,0,0,5,5, ,3,5,5,4,4,5,2,5,4,3,3,1,5,5, ,3,5,3,3,4,4,1,5,1,5, , , 
3,6,2,1100,6,1,1,2,2022,1.295,31,50,1,0,0,3,3, ,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,3,3,3,3,3,3,3,3,3,3, , , 
3,6,2,1100,6,1,1,2,2022,1.295,61,50,1,0,0,3,3, ,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,3,3,3,3,3,3,3,3,3,3, , , 
1,2,2,400,6,3,2,5,2022,1.023,10,20,5,0,0,5,5, ,3,4,3,5,5,5,1,2,1,5,1,3,1,5, ,3,3,3,3,5,1,5,4,5,5, , , 
1,7,2,200,4,2,1,3,2022,.749,3,15,2,2,2,5,5, ,4,5,4,4,4,5,3,5,3,5,4,2,3,4, ,4,5,4,4,5,4,3,3,5,4, , , 
3,5,2,524,1,3,2,2,2022,1.177,61,80,5,0,0,5,5, ,3,5,5,4,3,5,1,4,3,5,5,5,5,5, ,3,1,5,1,5,1,1,1,4,5, , , 
3,6,2,100,6,1,1,3,2022,1.3,61,30,3,0,0,5,5, ,3,3,3,3,3,5,1,3,1,3,3,5,4,3, ,3,3,3,3,5,3,1,4,3,3, , , 
3,4,2,600,2,1,3,3,2022,1.045,61,10,3,0,0,5,5, ,5,4,5,3,5,5,4,5,5,5,5,5,4,4, ,4,4,4,5,5,3,4,5,5,5, , , 
3,2,2,600,3,1,1,2,2022,1.158,61,98,8,0,0,3,3, ,1,4,2,3,3,3,2,4,3,4,4,4,1,4, ,3,4,3,4,3,2,2,2,2,3, , , 
2,7,2,200,4,1,1,3,2022,.726,3,10,4,0,0,5,5, ,1,5,5,1,3,5,3,5,2,3,3,4,3,5, ,3,3,5,3,5,5,1,5,3,3, , , 
4,7,2,250,2,1,1,4,2022,1.035,43,4,3,0,0,1,3, ,3,3,3,4,2,5,3,5,3,4,3,2,5,4, ,3,3,1,4,4,3,3,3,3,4, , , 
3,6,2,350,6,1,1,3,2022,.988,61,15,1,0,0,5,3, ,2,3,2,5,1,4,1,4,5,3,1,4,3,3, ,3,3,4,1,3,2,1,4,4,4, , , 
2,6,2,400,7,2,1,3,2022,.64,31,15,2,0,0,4,4, ,4,4,4,3,4,3,3,5,4,3,4,5,3,4, ,3,3,2,3,3,3,3,2,4,3, , , 
3,7,2,177,4,2,1,4,2022,.845,4,10,4,1,0,5,1, ,2,5,1,5,3,4,2,5,4,5,4,1,2,5, ,3,5,5,5,5,4,5,3,3,5, , , 
3,3,2,300,1,2,3,10,2022,1.025,5,5,1,1,1,5,4, ,4,4,4,5,3,4,5,4,4,5,5,4,5,4, ,4,4,4,5,4,5,4,5,4,4, , , 
3,2,2,600,5,2,5,1,2022,1.028,61,100,3,0,0,3,3, ,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,3,3,3,3,3,3,3,3,3,3, , , 
2,4,2,150,6,2,3,3,2022,.609,4,50,1,2,2,5,5, ,5,5,3,4,3,5,5,3,5,5,5,5,4,5, ,5,5,5,5,3,5,5,5,3,5, , , 
4,7,2,150,4,1,1,2,2022,.857,61,15,1,2,0,3,5, ,5,5,4,3,4,4,4,5,3,5,5,3,3,4, ,3,3,3,4,3,5,4,4,5,3, , , 
2,7,2,300,4,1,1,6,2022,.897,3,80,4,0,0,5,5, ,1,5,5,5,5,5,1,5,5,1,5,1,3,3, ,1,3,5,1,5,1,1,5,1,1, , , 
2,4,2,1200,1,2,4,3,2022,.71,31,45,1,1,2,5,5, ,3,3,5,5,4,3,5,3,3,5,5,3,5,3, ,5,4,3,4,4,3,5,3,5,4, , , 
3,3,2,900,5,2,3,3,2022,.817,14,50,8,0,0,4,4, ,4,3,4,4,3,3,4,3,4,2,3,1,3,3, ,4,3,3,3,3,3,4,4,3,2, , , 
3,3,2,900,5,2,3,3,2022,.817,61,10,6,0,0,4,4, ,2,4,1,2,1,2,2,3,1,3,3,3,2,3, ,2,1,2,1,2,2,1,1,1,2, , , 
4,7,2,1000,4,4,3,6,2022,.774,43,10,5,0,0,5,4, ,5,5,4,5,5,4,5,5,5,4,4,5,4,5, ,5,5,4,4,5,4,5,5,5,5, , , 
3,3,2,548,1,3,4,6,2022,.828,15,32,3,0,0,5,5, ,4,4,5,4,5,5,5,4,5,5,4,5,5,5, ,5,5,5,5,5,5,5,5,3,5, , , 
3,5,2,1300,6,1,4,3,2022,1.599,15,50,4,0,0,5,5, ,4,4,4,5,4,5,4,4,4,4,5,4,4,4, ,4,5,4,4,4,4,4,4,4,4, , , 
3,5,2,1300,6,1,4,3,2022,1.599,61,25,2,0,0,5,5, ,4,4,4,5,4,5,4,4,4,4,5,4,4,4, ,4,5,4,4,4,4,4,4,4,4, , , 
3,3,2,250,1,2,1,2,2022,.828,61,90,1,0,4,3,3, ,3,5,3,5,3,4,3,5,3,5,5,5,3,3, ,3,2,4,4,3,3,4,4,4,3, , , 
4,6,2,800,1,7,1,3,2022,2.784,10,50,6,0,0,5,5, ,3,4,5,4,5,5,5,5,3,3,3,3,3,4, ,2,5,5,3,3,3,5,5,5,4, , , 
2,4,2,1000,1,2,4,6,2022,.71,10,25,15,0,0,5,5, ,4,5,5,5,5,5,5,3,2,2,4,1,5,5, ,1,3,3,3,5,5,4,5,3,4, , , 
4,6,2,369,6,1,1,3,2022,1.292,10,80,1,0,0,5,5, ,3,5,5,2,3,5,5,2,2,3,2,4,3,3, ,5,3,3,5,3,3,5,5,3,5, , , 
2,8,2,500,4,5,1,4,2022,.863,3,50,8,0,0,5,5, ,1,5,5,5,3,5,1,5,5,3,2,4,4,5, ,1,5,5,2,5,5,1,5,3,5, , , 
2,8,2,500,4,5,1,4,2022,.863,31,5,1,0,0,4,5, ,1,5,5,5,3,5,1,4,3,3,2,4,4,5, ,1,4,3,2,3,5,5,5,4,3, , , 
4,6,2,700,1,4,1,3,2022,1.139,16,60,4,0,3,5,4, ,3,4,4,2,2,4,4,3,2,4,4,4,4,3, ,3,2,2,4,3,3,3,3,2,3, , , 
4,6,2,700,1,4,1,3,2022,1.139,43,35,4,0,0,5,4, ,3,4,4,2,2,4,4,4,2,4,4,4,4,3, ,3,2,2,4,3,3,3,3,2,3, , , 
1,5,2,50,4,1,1,2,2022,1.101,61,70,4,0,0,4,3, ,3,3,2,5,1,4,2,5,4,4,5,3,1,2, ,4,4,4,1,5,3,1,4,4,4, , , 
